,gene,logFC,AveExpr,P.Value,FDR
RNF135,RNF135,-0.0496120518670408,8.1224569276451,0.0128205021549579,0.0395253120329071
IPO5,IPO5,0.0496082603650097,6.44445795409179,0.00606224791930814,0.0206813239362144
LOC440341,LOC440341,0.0495985828125619,8.81443583840417,0.119188568572131,0.246429777673393
KIAA1244,KIAA1244,-0.0495961991216728,6.41199497681729,0.0652659553841977,0.154241641445671
PFKL,PFKL,0.0495922002258443,8.1507006959874,0.0194036647355951,0.0564218135027194
ZNF138,ZNF138,-0.0495829874316932,6.05922332324526,0.00624071072391017,0.0212155572217768
DDB1,DDB1,0.0495787505460071,6.54478424661453,0.0383590452937161,0.0998681109050433
AUP1,AUP1,0.0495764031155392,7.93644624793741,0.00650435953235335,0.0220021429716023
ATP6V1E1,ATP6V1E1,0.0495751828982505,10.5874766800978,0.0102177612878226,0.0326254501669647
CDKN2AIP,CDKN2AIP,-0.0495692440528322,7.01816250071308,0.00118825142304087,0.00491107583559554
MRM1,MRM1,0.0495671045508934,5.52067686808953,5.88905863064112e-05,0.000329467323822781
LOC729351,LOC729351,0.0495663458412324,5.56946840069608,0.000477893348942014,0.00218213455332292
FAM78B,FAM78B,0.0495565111739416,5.60036359322417,2.75119497912731e-06,1.98874346514108e-05
HLA-DQA1,HLA-DQA1,0.0495524409780264,10.1040632463114,0.433602784626662,0.621777471185211
STARD5,STARD5,-0.0495439162039408,6.55286957054661,0.0350209024740467,0.0927469376039523
PDPN,PDPN,-0.0495356423331654,7.61953913630263,0.195709157291065,0.357623541948354
ATP6V1G2,ATP6V1G2,0.0495262788525059,6.35646336157872,0.0870163985910861,0.193427807262903
DCLK2,DCLK2,0.0495200635461079,5.75607843623013,0.000521605322561281,0.00235994603256384
EEF1A2,EEF1A2,-0.04951532390212,8.90480147596413,0.627344998904066,0.776273279985863
ZC3H4,ZC3H4,-0.0495107507494181,8.97645811737281,5.3300194580865e-05,0.000301020216898604
CYP2C8,CYP2C8,-0.049486552572511,5.70441261662662,0.0327978964479229,0.0877649672985467
NUP88,NUP88,0.0494768769810769,8.7630639357333,0.0223129544430212,0.0635411688326605
FHIT,FHIT,-0.04945952771607,5.83130102188611,0.00368423269059213,0.0133198369616306
GOLGA3,GOLGA3,-0.0494559954751412,9.86949371909717,0.00761566801562439,0.0252667112964456
DYNC1I1,DYNC1I1,0.0494310633155928,5.71671809499645,0.0361641351024842,0.0951255135403473
STAM2,STAM2,-0.0494180193690202,6.48523517752262,0.00338679252594582,0.0123364137806181
NDRG3,NDRG3,0.0493805988766029,8.40015472386097,0.0144238128811986,0.0436835475830586
CAMK2N1,CAMK2N1,0.0493656883158136,9.82911873332531,0.407325440081667,0.596956326384356
LOC653610,LOC653610,0.0493583520262987,6.72292563473745,0.219373517005058,0.388811379878732
C6orf167,C6orf167,0.0493367044977273,5.6852195373486,4.71539913549814e-05,0.000268897127916698
INSM1,INSM1,-0.049240888665175,6.13463637461228,0.28573316911522,0.470312284885416
YWHAG,YWHAG,0.0492366415472327,6.75422372409932,0.0660640751914618,0.155603070575128
PTGIS,PTGIS,-0.0492226956767723,6.85361726800427,0.213555176764438,0.381511936289562
TXNL2,TXNL2,0.0492215698174914,8.27019363342018,0.132088968009502,0.266480646536882
FAM48A,FAM48A,-0.0492209091082454,7.01489454706901,0.00576649509128175,0.019800889909195
DCLRE1A,DCLRE1A,0.0492161349703124,6.72098683273769,0.00203703901761356,0.00791474208168101
NNT,NNT,-0.0492157339012221,7.28409491205643,0.0833938734784997,0.1870763962486
SBSN,SBSN,0.0492090663704245,5.44529510990984,0.033991040848138,0.0904754144879538
DUSP13,DUSP13,0.0491791139339658,5.30063440390715,1.12253111954322e-06,8.77570966341379e-06
NEDD4,NEDD4,-0.0491688616437534,6.47556179992197,0.00208109840034842,0.008066054761713
NPC1L1,NPC1L1,0.0491653628164087,5.67648036419871,0.0308145209162121,0.0833929128592791
GRAMD1C,GRAMD1C,-0.0491328475808815,5.77164003984084,0.000278011452137756,0.00134361550086807
FKBP3,FKBP3,-0.0491019338551676,8.18874002669515,0.163439248370179,0.312603893698475
HGSNAT,HGSNAT,0.049081759705487,5.89346677065971,5.11200481022914e-05,0.000289680272579651
SPESP1,SPESP1,0.0490741680409776,5.97964099506185,0.122595520892863,0.25179840438697
LOC650152,LOC650152,0.0490688659647643,11.9564001444917,0.00452341392253207,0.0159737802964221
TJP2,TJP2,0.049067099474999,6.97248431395626,0.013198116415259,0.0404817119664626
DUSP11,DUSP11,-0.0490587019889261,8.59064281158958,0.0114206979123205,0.0358493675416226
HESX1,HESX1,0.049045244563162,5.85870182565663,0.000845656663143047,0.00362703609278694
SLC25A11,SLC25A11,0.0490433029794888,7.03096414693415,0.0113447695088253,0.035677707631825
SH3RF3,SH3RF3,-0.049042616492723,6.28479820194972,0.000433850038177976,0.00200131079962589
SLC12A9,SLC12A9,-0.0490358430722805,8.96922971260323,0.0220062155716107,0.0628378954658285
COX4NB,COX4NB,0.0490225112906312,6.58798002323053,0.00679242673030581,0.0228479285288059
IFT172,IFT172,-0.0490182434498542,6.88690541317212,0.00892071793215905,0.0289865883555524
CNPY4,CNPY4,-0.0490151372167066,7.33172655664883,0.00948393030686283,0.0305843170897189
CSTF2T,CSTF2T,-0.0490138700223869,6.38187038274394,0.00145551631152874,0.00588175004120567
SYNE2,SYNE2,-0.0490116552212775,7.00981788387902,0.0882844511733033,0.195646533222074
TMEM86A,TMEM86A,-0.0490027562588673,6.02827485513483,0.027987374993479,0.0770057254155839
SLC2A9,SLC2A9,-0.0490002385663203,6.17347747634955,0.00448128523251272,0.0158516354242612
CABP4,CABP4,-0.0489958346220751,5.90838461716435,0.085033156484767,0.189892579605001
RSAD1,RSAD1,0.0489937125243397,6.66906061619598,0.0232512372332189,0.0658523212925269
BBS9,BBS9,-0.0489892930743329,6.65930031734548,0.00201517271236846,0.0078430696062375
SLC41A1,SLC41A1,0.0489821003794974,6.84459802359858,0.0312367615628236,0.0843095132884256
PTPN21,PTPN21,-0.0489749840352653,5.65611410350077,0.000179825589903015,0.000906421574839811
FLJ20254,FLJ20254,0.0489737746794614,7.47737936383476,0.0182762169983472,0.0536068366973959
UNC84A,UNC84A,0.0489640383120874,8.42241512044673,0.0346754181026862,0.0919381448128814
C1orf124,C1orf124,0.0489509838075392,6.18850438114996,0.00137055414331914,0.00557638720853796
LOC644584,LOC644584,0.0489499686801928,6.05578429496814,0.000113010974533217,0.000593843129665486
FCER1G,FCER1G,0.0489484386664808,9.45448204084788,0.283090945316224,0.46718246669966
LPCAT2,LPCAT2,0.0489377735493557,6.05701111428256,0.0137522697493479,0.0418607940681163
OBP2B,OBP2B,0.0489360695878085,5.80654674912555,0.247197639475681,0.423407744081285
LOC731486,LOC731486,-0.048925006992663,7.13468199063493,0.134301227976522,0.269949402036468
FITM2,FITM2,0.0489087339086957,5.65017270612257,9.15014801839224e-07,7.25911742792451e-06
ZNF679,ZNF679,-0.0488950660242443,6.09502093236392,0.110662483433261,0.232513046158644
CS,CS,0.0488944530039319,7.44711071354929,0.0166708503221683,0.0494739574619324
KCNH2,KCNH2,0.04889381865024,5.78966760057875,0.0111080138106919,0.0350335007396094
JAG2,JAG2,0.0488871793436411,7.67608637551806,0.0911843182677099,0.200645266572855
KIAA0355,KIAA0355,-0.0488817854801948,8.88457594108901,0.0216271740220057,0.0619730061593776
FIS1,FIS1,-0.0488751491728287,9.41010504753668,0.045442353140202,0.114883223270971
SAMD9,SAMD9,-0.0488652388159208,7.93666386395403,0.199313317470119,0.362267750225949
IQCK,IQCK,-0.0488439619281866,9.13652678219472,0.118949081294314,0.246011429979748
HSPC047,HSPC047,-0.048842234014297,6.17481822233544,0.00274481331206868,0.0102937639715874
CTHRC1,CTHRC1,0.0488228187687395,7.95438920739454,0.412664212241845,0.601729556100431
UNC50,UNC50,-0.0488170817516217,10.0293083273514,0.00946859685511569,0.0305465168108515
HOXA6,HOXA6,-0.0488165323355824,5.91562656982713,0.00448674540047897,0.0158687246548834
NOTCH2NL,NOTCH2NL,-0.0488161708026664,5.94203817235845,0.0022828390014334,0.00875782577982997
GPR98,GPR98,-0.0488132774966935,6.54541815428611,0.280614123883144,0.464279454179169
BAD,BAD,-0.0488093237762211,8.0174955640366,0.01262290189649,0.039030588190299
ANGPTL7,ANGPTL7,-0.0488058948507125,5.53264284210284,5.76215671876648e-05,0.000323182947312229
ERC1,ERC1,0.0487934482692902,5.77982273130509,0.000436379938125934,0.00201224512503035
LOC647104,LOC647104,0.0487820987484924,6.09693741486146,0.00289427166865735,0.0107837373588669
CLEC2B,CLEC2B,-0.048774573203599,5.96580484834763,0.00428717367646929,0.0152269206687269
OGDH,OGDH,0.0487563389384093,7.68124236294093,0.0553253872791975,0.134894063040456
SMAD4,SMAD4,-0.0487303662352423,8.38910573553674,0.0219353582468661,0.0626710325993136
LOC641804,LOC641804,0.0487235639732726,5.72423422422106,1.24827368382833e-07,1.14806593130227e-06
LOC647856,LOC647856,0.0487204600542242,12.3087222362726,0.091372198930065,0.200936003714058
B4GALT3,B4GALT3,-0.0487115860894318,9.30217742036877,0.0687462687071265,0.160546030828481
JCLN,JCLN,0.0487107705141619,5.4004359507985,6.14084336208384e-06,4.1746482441027e-05
CTNNBIP1,CTNNBIP1,-0.0487091884556255,7.48131787625775,0.0535156429805341,0.131268122616715
CRK,CRK,-0.0487075869458822,7.85520809163679,0.0206128696133325,0.0593970844780299
LOC731895,LOC731895,-0.0487064549453156,6.32773632398911,0.200655295176724,0.364077372462485
ZNF12,ZNF12,-0.0487030004180408,6.46072753579108,0.00862124221636181,0.0281439827425435
BCL2L1,BCL2L1,0.0487012318004768,10.4439858253304,0.0245896548937416,0.0689658492117078
CCBL1,CCBL1,-0.0486892894081749,6.51612931207695,0.017838259530358,0.0524625333914515
LONP2,LONP2,-0.0486865294428418,6.88019183961893,0.119673638140672,0.247176130569875
PRSS12,PRSS12,0.0486852422580248,5.43392639293572,0.000880557075869638,0.00376074046217018
LIAS,LIAS,-0.048679094267935,6.59234574495998,0.00608314065724091,0.0207385773649829
TSPAN18,TSPAN18,-0.0486787740615737,6.60701868026037,0.0746986986612997,0.171489559543841
HLF,HLF,-0.0486755960506708,5.6349799184893,0.00391089049202525,0.0140566954456209
C14orf129,C14orf129,-0.0486666720300654,7.86741403326513,0.0600387374299015,0.143978827745395
FGL2,FGL2,-0.0486319619320613,7.81962435951571,0.281670133042083,0.465483310876002
LRRC59,LRRC59,0.0486243779174524,5.61428697198281,4.65297303196854e-05,0.000265817943049145
PIK3R4,PIK3R4,0.0486234420391304,6.56906022134509,0.00112457260727917,0.00467546435999325
LOC145814,LOC145814,0.048619271959944,5.47218430841205,9.39127188177511e-05,0.000502914470459398
TYRO3,TYRO3,0.0485960151893298,6.13668710921291,0.0219039070179652,0.0626095361714508
C16orf57,C16orf57,0.0485955716785133,7.15388925241373,0.0421039386303627,0.10776079575599
BRD1,BRD1,0.0485913105003142,6.44657924796015,0.000571767339394845,0.00256163140441363
SPEN,SPEN,-0.0485852552934648,9.01134230254569,0.00807578600444969,0.0265904371339411
BLK,BLK,-0.0485553626760318,5.58666000726623,0.0318192509693271,0.0856160477233557
ATF7IP2,ATF7IP2,0.0485435883114282,6.60974854321091,0.0819215198312501,0.184264987723143
WDR36,WDR36,-0.0485433173218684,7.32602705209313,0.002593319062113,0.00979551628971205
THBS2,THBS2,-0.0485018806120399,10.0487557901872,0.351243507089415,0.541702604037888
ZNF610,ZNF610,-0.0484911565019749,5.46564802976744,4.7340680883686e-05,0.000269839741828656
HBG2,HBG2,-0.0484827311863915,5.42537171682873,0.00383675923011064,0.0138217566553236
ARHGEF16,ARHGEF16,-0.048477343223034,6.42482248922428,0.025163504067187,0.0703373485642428
ZDHHC5,ZDHHC5,0.0484689132068627,7.76598988375127,0.00415556261086507,0.0148325599245761
CLIC4,CLIC4,0.0484675320754084,9.218619937659,0.14497361817626,0.286360353848316
MDN1,MDN1,0.0484629821352972,5.82498287230404,9.84257384625305e-05,0.000523857495766396
ATXN2,ATXN2,-0.048462100957645,9.76322994759871,0.0242981623264265,0.0682697448681464
APTX,APTX,0.0484558980294422,8.39984955177644,0.0130995833592745,0.0402235015807907
DUSP28,DUSP28,-0.0484550712081364,7.80490325032106,0.0162782333666168,0.0484276677784648
RWDD3,RWDD3,-0.0484404281837447,6.39412974449589,0.00944822191437795,0.0304846837774558
KBTBD10,KBTBD10,-0.0484372648043771,5.43036178596119,5.03023480951575e-06,3.47013299902826e-05
ATPIF1,ATPIF1,0.0484323218984408,6.84784613908584,0.0578314168687927,0.139761565740579
EVI5,EVI5,-0.0484108240416989,7.99711821755531,0.106662265796551,0.226333879301251
AEBP2,AEBP2,0.0483970963947438,6.45159163393167,0.000616963532540222,0.00274346089121428
TTC7A,TTC7A,0.0483876292005712,5.73120300544226,4.21588502855474e-05,0.000243382946225123
FBXO22,FBXO22,0.0483704972525172,7.06651851291105,0.0313699015324466,0.0846235966489054
ZNF521,ZNF521,-0.0483648826461135,6.17295992435982,0.0838792342285451,0.187931200809746
NOTCH2,NOTCH2,-0.048354585979224,6.83242323777446,0.0104236216808568,0.0331945377132865
PAGE2,PAGE2,0.0483210378049672,5.46313056210702,0.126347286441616,0.25763735389178
F2RL1,F2RL1,-0.0483210252775387,6.36645029739591,0.0648733083873563,0.153529439399271
LOC653438,LOC653438,-0.0483070195008428,7.93149036433709,0.00183757074601871,0.00723663243542363
RRP8,RRP8,-0.0482822487824262,7.21979888379581,0.000899791603283426,0.00383769105116387
LOC399888,LOC399888,-0.0482757586748573,5.77875101864834,0.00249563131332534,0.00947191015083069
SLC22A16,SLC22A16,0.0482732389925901,5.41869895603772,0.000182949062714113,0.000920143332167395
SMYD2,SMYD2,0.0482486423744397,7.89086225543724,0.0878663913155381,0.194942689306868
FLJ35801,FLJ35801,0.0482486116621861,6.18308920328893,0.00674452314459045,0.0226958556611615
LOC653631,LOC653631,-0.0482387064243053,5.9423033466573,0.0133674333207411,0.0408966296162572
SAPS2,SAPS2,-0.0482379255769587,9.27362433495926,0.15900104153599,0.306455501348779
ATXN7L1,ATXN7L1,-0.0482284747972582,5.60932344765702,5.11962726507559e-06,3.52697860850156e-05
LOC651453,LOC651453,-0.0482253583762285,6.62018764310621,0.057923367723324,0.139930165749691
TUB,TUB,-0.0482233353136462,6.12058633493092,0.0455370080594947,0.115064867720847
CGGBP1,CGGBP1,0.0482205307568753,8.28021071890393,0.0137265192995833,0.0418126815853523
CHST4,CHST4,0.0482169705319911,5.51740142031634,0.0267954977130035,0.0741647755795021
UTP11L,UTP11L,0.0481913229299724,8.56104546208907,0.00985790261503531,0.0316204916938475
LIPG,LIPG,-0.0481859413903196,5.79364696297109,0.0618002909641158,0.147544027675094
LOC441087,LOC441087,-0.0481747653660563,12.6589619826198,0.116377218750883,0.242019337271733
MVP,MVP,-0.0481579063693615,8.80443984579535,0.0618562138685856,0.147642187304149
RRBP1,RRBP1,0.0481503252650601,7.33991662440906,0.110524630866775,0.232340253937755
TERF2IP,TERF2IP,-0.0481310914464723,8.24510561128693,0.0051783170600209,0.0179992536222385
NCKAP1,NCKAP1,0.0481173842364014,7.74951539206158,0.0827281507924088,0.185880458513617
CASP7,CASP7,0.0481062776395267,7.20605648241567,0.0294792959387699,0.0804177852447325
TUSC5,TUSC5,-0.0480850431608896,5.44317996913097,0.000471959975721003,0.00215816680578022
LARP4,LARP4,0.0480841432232221,7.35620961692374,0.145002754034035,0.286395480996683
SFRS7,SFRS7,-0.0480837998409715,9.21105226571972,0.0161220973177511,0.0480482304940607
HOMER1,HOMER1,0.0480803053129985,5.5058904743095,4.42714598097751e-06,3.10072289861468e-05
BAG4,BAG4,0.0480768880926947,6.87514928251794,0.127688633733476,0.259763636144516
KLHL12,KLHL12,0.0480636252141094,8.82558336017947,0.028749316518286,0.0787243847957582
PLEKHA3,PLEKHA3,-0.0480611730094632,6.63024355903042,0.02108399049871,0.0605609600707567
COPS2,COPS2,-0.0480461534843831,5.9702743218559,0.0411266054188814,0.10570983204356
ZNF366,ZNF366,-0.0480314336446319,5.67590520731909,2.06848922439643e-05,0.000126937110564518
POLDIP3,POLDIP3,0.0480225076017581,8.66016668464254,0.00645432722941548,0.021858413593833
NANOS1,NANOS1,0.0480188578664339,5.36002235288702,0.00018314063287199,0.000920923238209
LOC654342,LOC654342,-0.0480126622024144,6.17402843178388,0.0491856400986544,0.122529409342239
COX7B2,COX7B2,0.0480048785630864,5.41076809278971,0.0550956277371211,0.134463818956379
FHL2,FHL2,-0.048003552623835,8.99129522504943,0.387854543071421,0.578541614122992
SMC1A,SMC1A,-0.0479980767257713,5.95487639894129,0.0034435281440079,0.0125286022522399
LOC440145,LOC440145,0.0479972303064764,6.18087650615133,0.0363745106344574,0.0955891827381345
GOLM1,GOLM1,-0.0479797488737878,7.80807675398514,0.227287839078762,0.39833397737263
DET1,DET1,-0.0479783323345786,6.8530848214939,0.00414341112713296,0.0147933733251218
ZNF646,ZNF646,0.0479754639626705,5.97675684922582,2.05982235130247e-05,0.000126436005544182
PCSK6,PCSK6,-0.0479752463097406,5.65878722815478,0.0224028739593361,0.0637468649048197
MFSD8,MFSD8,0.0479657469361888,6.93288137797505,0.000545862657483481,0.00245604122043754
IDE,IDE,0.0479513061787242,7.00139444147707,0.00798184984595879,0.0263223670475619
DDX52,DDX52,0.0479417802922027,7.47955028261212,0.0367687689134805,0.0964644864963901
RAB15,RAB15,0.0479382375204452,6.40039128809159,0.0428199271592825,0.109316041527462
DKFZp451M2119,DKFZp451M2119,-0.0479345483104345,5.60363237880589,4.86696045827995e-06,3.37596036407717e-05
GPR83,GPR83,-0.04793113352311,5.52821062330022,0.0241463981324572,0.0679265535331881
TMEM203,TMEM203,0.0479188905308603,9.23366133984503,0.0013017924527272,0.00533836475900548
ALDH2,ALDH2,-0.0479066436624652,8.72845052736169,0.231869640421075,0.404336896513976
C17orf49,C17orf49,-0.0478807044510151,9.35213831378109,0.0161371230099478,0.0480759729918472
WIT-1,WIT-1,0.047877932438088,5.45263299458983,0.0763056073708819,0.17429043574039
CYP27B1,CYP27B1,0.0478622927707327,5.95505753881806,0.06322076106687,0.150238636039468
FAT2,FAT2,-0.0478495733101397,5.48249198389698,0.0072414204193147,0.0241904865384628
HYAL2,HYAL2,-0.0478268405428858,7.59912131971842,0.0145917681478124,0.0441233521314889
TTC9C,TTC9C,0.0477881939765472,6.61880164455533,0.00218107574903416,0.00841359867083904
C2orf56,C2orf56,0.0477853815222392,7.43930813259502,0.00199579323428705,0.00777484121596566
LOC652324,LOC652324,0.0477696544841927,5.973078090059,3.08523268056893e-05,0.000183268778114888
POLG2,POLG2,0.0477682085894778,6.07320059476656,0.00164623061612005,0.00657241746850396
LOC148709,LOC148709,0.0477525364096784,5.57207987184191,2.74112926284211e-06,1.98317204023461e-05
MTR,MTR,-0.0477417833080935,7.2026560560847,0.00280166514759086,0.0104758275297795
SEMA4C,SEMA4C,0.0477406500848185,5.81342236179488,0.000477871512425826,0.00218213455332292
AGK,AGK,0.0477310599394953,7.78351668612552,0.0038961841315263,0.0140078285977121
PAQR5,PAQR5,0.0476951067275306,5.45319729839975,0.000759492953649512,0.00330182461393588
ANKRD13D,ANKRD13D,0.0476860981211336,6.97394685778743,0.160236052144624,0.308323935893874
USP41,USP41,0.0476691669651785,5.50133002358261,1.35247558909982e-06,1.03866831542801e-05
SNAPC4,SNAPC4,0.0476639278185468,8.63026425538033,0.0534705395774011,0.131170242362765
OPA3,OPA3,-0.0476634405225742,7.22687414744555,0.0420487740934598,0.107652371912909
FOXI1,FOXI1,-0.0476620323919748,5.54781859505722,0.0108943576455139,0.0344760229153318
ROR1,ROR1,-0.0476559682355395,5.83923492930133,0.0153973949634172,0.0461830317604433
GLUD1,GLUD1,-0.0476549586599189,9.97455837018798,0.0615747234279259,0.147116878742278
DBI,DBI,-0.0476473137247519,8.29724808006964,0.266796685955324,0.447374329895708
HCCA2,HCCA2,-0.0476446674461806,7.42458753423883,0.00516256820738688,0.0179479017622971
SETD3,SETD3,-0.0476343842613641,10.0153283775128,0.00408508407425748,0.0146223752873677
POLR3G,POLR3G,0.0476241275240229,5.43457442188703,3.86561756258763e-08,3.90399519091116e-07
LRAP,LRAP,-0.047621813166222,11.6095663962584,0.146193326013009,0.28811539947318
NCAPD3,NCAPD3,0.047615733099468,6.58303747637662,0.011578329617578,0.0362629546359103
FAM90A1,FAM90A1,0.047602074127088,5.68918828783137,0.0122694126791827,0.0380635444011831
RFFL,RFFL,-0.0475992199536663,7.17809645617774,0.019006112457036,0.0554191175527165
TP53AIP1,TP53AIP1,-0.0475957793962839,5.42513792987782,8.15924484134855e-06,5.42687658469658e-05
LOC645228,LOC645228,0.0475882235412153,5.51828320496499,6.34804573466256e-05,0.00035329472268711
KCNK15,KCNK15,0.0475854356972951,5.81885374932152,0.00952517853468918,0.0306780549052903
FLNB,FLNB,0.0475803973145426,10.2351856800669,0.259513228047655,0.438307539478224
GLYAT,GLYAT,-0.0475734981086391,5.49554032088558,0.000419713268653265,0.00194427586147348
AKT3,AKT3,0.0475698903782984,5.44794250182941,6.46168620873402e-06,4.37550291970954e-05
RGS17,RGS17,-0.0475564994839828,6.1160966748948,0.00472657740399282,0.0165913586681412
TTC4,TTC4,0.047550748228792,8.97419780299857,0.00281786032359234,0.010530140755975
GNPDA1,GNPDA1,0.0475435553124344,9.89841649479425,0.0157532921400661,0.0471049015182632
RAB6A,RAB6A,0.0475396018429362,7.61708528631684,0.0221984008184877,0.063279237949018
MGC20983,MGC20983,0.047535674305607,5.96411039215061,0.163852622776568,0.313248652212454
AFAP1L1,AFAP1L1,-0.0475127528992324,6.0088801852331,0.000296213664243465,0.00142096944695458
BIK,BIK,0.0475009367972695,6.96027177061607,0.197183380627884,0.359510177529829
DKFZp686I15217,DKFZp686I15217,-0.0474956215267296,6.1233835424321,0.000116344053449262,0.000609326921407098
GRINL1A,GRINL1A,-0.0474925500917886,5.96084884738855,0.0115606396906716,0.0362165426693484
PSMB10,PSMB10,-0.0474795712748973,10.4943872518698,0.0819050307447943,0.184244325958954
LOC399900,LOC399900,-0.0474646562050639,12.8722005870154,0.154641435381014,0.300538797611295
CLTB,CLTB,-0.0474416926353994,10.0017542753023,0.00929952045205283,0.0300972805598959
ZNF559,ZNF559,-0.0474403686716459,6.89261941965455,0.0355286492109206,0.093855158355299
SLC46A1,SLC46A1,0.0474366554462367,5.84476270454316,0.00313302245326346,0.0115302538951029
YIPF4,YIPF4,0.0474340128173572,7.65659783818765,0.0777797219695202,0.176920640685877
TMEM163,TMEM163,-0.0474289399154878,5.84252163389741,0.0271008636720359,0.0749014667745533
PLEKHA1,PLEKHA1,0.0474260193151756,8.91807800666924,0.0945141025786604,0.206049237802838
CXCR6,CXCR6,0.0474201664572771,5.89622446375574,0.0614456810338315,0.146878116460252
NEK6,NEK6,0.0474149635045035,7.49329084032542,0.0755025328184813,0.172800317331457
ZNF585A,ZNF585A,-0.0474104754497847,6.66448020910237,0.0183573312818757,0.0538072212825793
BACH2,BACH2,-0.0474004735316587,5.71279363871646,0.00329796910601825,0.012061635924417
TRA2A,TRA2A,-0.0473989395504241,7.85152874185123,0.00753630972907836,0.0250330509341921
FBXO46,FBXO46,0.0473920528700544,8.34682810241529,0.0313212607631569,0.0845194958319524
EHHADH,EHHADH,-0.047380982082344,5.74150502784923,0.000376045064964514,0.00175812915102386
PLAC1,PLAC1,0.0473735412390768,5.77515338154636,0.0225967836416296,0.0642293709665974
ANKRD23,ANKRD23,0.0473721686133612,5.80524956058058,0.000779996971315168,0.00337583866741106
CIB3,CIB3,0.0473611684696458,5.63968894432259,0.000925210150141254,0.00393545804548365
LOC93622,LOC93622,0.0473523572361899,7.94549751084064,0.0418812451425085,0.107343294976654
KIAA1160,KIAA1160,0.0473520890204248,7.81096183968847,0.00119003174372258,0.00491762830968602
HIST1H4B,HIST1H4B,0.0473514178122156,5.63121377840673,0.000542911789094615,0.00244625444102142
TCERG1,TCERG1,0.0473484874060139,6.8622714200055,0.00196861977157014,0.00768678836049707
EIF2B2,EIF2B2,-0.0473475000893511,8.51362998202385,0.0102508540414802,0.0327239072607758
CD207,CD207,-0.0473472217425705,5.54888992609516,0.0246670007563418,0.0691213034634
OSAP,OSAP,-0.0473331315571611,5.48823631274596,3.28214934176917e-05,0.00019359846526573
CCND3,CCND3,-0.0473311680784745,10.2321687587222,0.0287402849648475,0.0787081968186249
FAM62C,FAM62C,0.0473311178893003,5.44045632477218,6.17564634585329e-05,0.000344459885061213
ATP13A2,ATP13A2,-0.0473284818349352,7.11240236268307,0.0372093383699582,0.097367314282642
MLL5,MLL5,-0.0473248449731317,7.16303314290077,0.0151386326976057,0.0455585620535843
EAF2,EAF2,0.0473233975897642,6.55566422860258,0.139777541193934,0.278558808988478
TCL1A,TCL1A,-0.0472985509052522,5.56576293638636,0.0829111104720141,0.186192050470711
LOC652226,LOC652226,0.0472939859249686,5.69887622381502,0.00108007998376388,0.00451728412307612
UBAC2,UBAC2,0.0472876135188576,8.41915022109095,0.0150409755564846,0.0453024989659735
NFATC2IP,NFATC2IP,0.0472596306233805,6.12868444986501,0.00362594045521888,0.0131241356964508
PMS2,PMS2,0.0472544305681973,6.53789039016695,0.0142527830246153,0.0432278444511895
PELI3,PELI3,0.0472433607245489,5.94594087680482,0.00686093769315896,0.0230568450943139
DGAT2,DGAT2,0.0472376139994442,6.00507104890643,0.0394566766034497,0.102177482791196
MKS1,MKS1,0.0472355146729705,6.13545791181679,0.00421846048526155,0.0150145769077566
LRP4,LRP4,-0.0472263436887579,5.57757866333093,0.00507648443251712,0.0176720779996608
NFKBIA,NFKBIA,0.0472188241975743,11.428109428418,0.0778049443263446,0.176962056929771
ANKDD1A,ANKDD1A,-0.0472055765196347,6.62765225810488,0.0298066476450491,0.0811615873490878
LOC730740,LOC730740,-0.0471848303157042,11.404978363076,0.114676292941325,0.239253516235838
XPNPEP3,XPNPEP3,-0.0471724410375513,12.7018642813177,0.0998188995209515,0.214901839536645
ITGB6,ITGB6,-0.0471672161098901,5.45394633912444,0.00334527636542172,0.0122098715490248
PKP3,PKP3,0.0471618062367292,5.67828469912696,7.92535646243005e-05,0.000432304633154995
ST6GALNAC1,ST6GALNAC1,-0.0471566134674629,5.32636823715576,0.0115471627582127,0.0361833091621152
ATPBD3,ATPBD3,0.0471561018493205,6.03169327121249,4.53274299202545e-05,0.000259654950505945
WDR44,WDR44,-0.0471482479495424,6.44258976014146,0.000295725217117814,0.00141943603071694
IQCH,IQCH,-0.0471332955588388,5.49907759612108,2.66466916529077e-07,2.31249651537515e-06
MCFD2,MCFD2,-0.0471184780232473,7.62264684416969,0.00830109006051711,0.0272592667106708
SCN3A,SCN3A,0.0471074516052265,7.14024693604297,0.00257100491728433,0.00972141967224956
PTH2,PTH2,0.0471068099577763,5.51161646773106,0.00307549850071399,0.0113500111433605
ZCCHC9,ZCCHC9,-0.0470893190515214,8.34641213193623,0.0200436593023025,0.058008653995467
GCN1L1,GCN1L1,0.0470859500286951,8.46355205811905,0.026610205129264,0.0737392635106625
MGC29506,MGC29506,0.0470779809056151,7.88834993745372,0.48437845949729,0.666263300253842
C22orf40,C22orf40,0.0470706724648675,6.30751292745281,8.81811151678898e-05,0.000475348968687078
KLK13,KLK13,-0.0470677124907854,5.33050539111856,0.023966620651876,0.0675442320450817
STAT3,STAT3,-0.0470574402737155,8.10063206178809,0.0786854331815785,0.178505619374193
RECQL5,RECQL5,0.0470510769622758,6.96689370713374,0.0373499203803227,0.0976641574787294
FBXO15,FBXO15,-0.0470432915609806,6.53806319576573,0.139546535386961,0.278320815459108
PGC,PGC,-0.0470356231012908,5.60159245884375,0.187258827509128,0.346244920873665
