,gene,logFC,logCPM,LR,PValue,FDR
1358,ALDH4A1,0.227026459968978,6.88569575215428,5.62374669239699,0.017718731050329,0.0679014753431851
1359,PLEKHG2,-0.226056945175031,4.18959972903864,4.52640090112266,0.0333757398203243,0.107276537927662
1360,PIP,-0.225990663674228,2.58705877709822,0.419510307551832,0.517181492442735,0.693231490620007
1361,COMMD6,-0.225872458312584,6.16442945179539,5.13896498034455,0.0233945917761467,0.0836200560726376
1362,CMBL,-0.225853330991772,5.65573259892828,3.07039603697319,0.0797300460260872,0.206230218265906
1363,CAD,0.225842370079404,5.5671868966482,15.2966676583345,9.18784484663673e-05,0.00109501609915059
1364,NUPR1,0.225739006759507,4.86043900865193,3.04723335670246,0.0808748046249163,0.208163065681986
1365,KMT2B,0.225391007541826,6.01472251526888,17.9911035442992,2.21939779676636e-05,0.000355160409574606
1366,NNMT,-0.225069930987524,5.1859377114122,1.5916087292369,0.207096441805533,0.387848678951578
1367,FADS1,0.225059504057574,5.10797814508593,2.96285378011169,0.0851974484243771,0.216003168161125
1368,PBX1,-0.2249064772071,6.78510024620744,6.13648947826238,0.0132419950932808,0.0540124923720065
1369,CP,-0.224871141039932,4.71269311418253,0.919652258150904,0.337566294484372,0.533962062328814
1370,AIFM1,0.224846224068547,5.97419903919064,19.0451167981504,1.27664038591788e-05,0.000230865285973646
1371,HGD,-0.224617486096399,6.16764588716056,2.03551836972701,0.153661789543016,0.320701073105621
1372,NUP205,0.224532551705251,5.70620865555353,12.5153443083118,0.000403623399928537,0.00359242050263564
1373,OSMR,-0.224529498811098,5.48877863088245,5.43214515989962,0.0197693803732864,0.0740700676620675
1374,CBX1,0.224482242150764,6.14616574172091,23.0052216556203,1.6156198172244e-06,4.30167370058429e-05
1375,MAP4K4,0.224417085856763,6.44164966093817,15.6691647585116,7.5444176494729e-05,0.000944108424655038
1376,CTSB,-0.224158654588241,9.03813405085855,6.26592634108061,0.0123081800692072,0.0509003851242759
1377,EVPL,0.223991853913567,6.17366504871669,13.3136637419544,0.000263479029255438,0.00264196840713346
1378,NXN,-0.223986530805642,6.53121864392317,11.8842342951687,0.000566110939704589,0.0046424064871974
1379,MMP14,-0.223972895770451,6.50750003453206,3.80535344195755,0.0510889924146533,0.147975363536404
1380,TAP1,0.223824864536344,6.02445215771232,4.20196355086455,0.0403772009491188,0.123941485717654
1381,DHCR7,0.223431778277853,6.48322428671477,8.41499516290452,0.00372138785519865,0.0206527009999438
1382,ARHGEF17,-0.223355003603705,5.70255099706802,6.01185200466637,0.0142101055591966,0.0567406703790001
1383,ITPRIP,-0.222965336956327,4.66889373766294,4.97290072799632,0.0257474320408602,0.0897502408243243
1384,FBLN5,-0.222687092593804,5.72736027296777,3.00887272468708,0.082809862458818,0.212266001394848
1385,LAS1L,0.2226491104437,5.77980034503006,21.6759810451369,3.22807988154565e-06,7.31815065899679e-05
1386,MCRIP2,0.222648119557784,5.60762936371831,3.38206257440368,0.0659095247420142,0.179302563613384
1387,KIF16B,-0.222524269268992,4.93666235488497,4.72649750321659,0.0297013095649312,0.0991152501054797
1388,DYNC2I2,0.222387508129543,6.07493642908809,5.71175341162041,0.0168516994220027,0.0653695494627841
1389,ELK1,0.222336258314891,5.33549468686759,22.6482049127624,1.94541889091859e-06,5.07186916686567e-05
1390,AGRN,0.222050072922665,7.46905700689262,7.30976450713928,0.00685809138783622,0.0322007634624198
1391,MYL6,-0.222034210778739,9.14232903891731,4.69833757084177,0.0301918072021994,0.10037733138372
1392,ABHD4,0.221535698206636,5.46941694856077,12.8214090650836,0.000342675554136054,0.00315776280151589
1393,TMEM59,-0.221518504412775,8.87723188726697,14.1891039924325,0.000165325086611343,0.00182119554036474
1394,H2BC4,0.221421545912821,4.33759249494112,1.74782626395017,0.186150234777347,0.363056179969056
1395,SMYD2,0.221145055540021,5.30896915152059,6.74348955812064,0.00940904023761386,0.0410260381649825
1396,TMEM97,0.220936073421673,5.23066408953247,7.65812064012346,0.00565173469095722,0.0281327796032771
1397,YIF1A,0.220934029158005,6.54858888019185,8.61593366486807,0.00333234938461952,0.0188863316119242
1398,TANC1,0.220916750183311,6.08270655127009,4.95704197899443,0.0259846199362532,0.0901251479718051
1399,PTGS1,-0.220913868498481,4.03633872034759,1.41942738229443,0.233497676122186,0.418623197563472
1400,EHD3,0.220911179570774,4.34090396137169,5.53345973024403,0.018656180217501,0.0707893994062486
1401,HTRA3,-0.220888516099742,4.81044527342889,2.1135154362504,0.146003576086639,0.310122919258415
1402,SULT2B1,-0.220833974378876,4.70510388015047,2.19076756821494,0.138840111523027,0.301012674220228
1403,RSRP1,0.220801341102279,6.4781490549324,3.10012952704358,0.0782860651995565,0.203420228386057
1404,PDLIM5,0.220759630217036,10.5865050278135,2.49607734488279,0.114130252383148,0.264976990412377
1405,GBA2,0.220522400998548,6.37515760359033,17.747892254283,2.52196752638747e-05,0.000388668739226759
1406,F2RL1,-0.220347622762575,5.37351345919727,1.75281413064033,0.185523347723508,0.363042050942804
1407,PTCH1,0.220303572033788,5.16699919308279,5.20214633344665,0.0225590165500667,0.0817484915815032
1408,CD55,-0.220293816882762,4.73750744253117,3.13744617410975,0.07651352591295,0.199726796678068
1409,ZNF687,0.219951949320544,5.57210849579524,18.2818657273952,1.90512131899247e-05,0.00031787584247829
1410,TRIM25,0.219741934997807,5.26634501162785,7.46958382477419,0.00627500554033441,0.0302150572631681
1411,TSPAN13,0.219733762844227,7.78869788685003,6.28647393608765,0.0121662854942872,0.050432512309456
1412,NWD1,-0.219668459121426,6.39836555222891,4.30369931470489,0.0380295656646142,0.118566232139169
1413,ZG16B,-0.219630038695245,7.06729484190875,4.8532702448997,0.0275937689341006,0.093681070114307
1414,C1orf115,-0.219463974470389,7.14154330679139,3.64504075032937,0.0562364276660651,0.158002392414266
1415,PPFIA1,0.219432753701073,5.55457508783619,16.2249988473213,5.62469645959233e-05,0.000752916618715875
1416,GIT1,0.219265981364761,6.19819349968394,21.5058440265717,3.52752015681278e-06,7.93945813711423e-05
1417,SLC35A2,0.219233208917562,5.7154305227831,17.3720451199353,3.07312857181819e-05,0.00045673552194457
1418,ANKH,0.219085339970958,8.39298190964028,5.04450867105538,0.0247041124118513,0.0870347023428792
1419,TLCD3A,-0.219015393595998,5.02991347294615,7.06285076408096,0.00786986673144375,0.0356984514469945
1420,ARHGDIB,-0.218766496638387,6.34228506784352,2.90442610001537,0.0883366907467088,0.22117754061711
1421,RAB40C,0.21873980427007,5.56974696755789,11.0704586111216,0.000877139849428663,0.00665244125803048
1422,TCF3,0.21873477070089,6.09587678819031,16.248978350664,5.55395350691099e-05,0.000745731482676869
1423,GADD45B,-0.218645539791985,6.77550766660017,1.62661472874072,0.202171919224998,0.382634512580403
1424,H1-2,0.218542301336548,7.7054699582564,1.97370531725676,0.160055112100801,0.32908226310531
1425,FRK,-0.218512896690414,5.11443298066051,2.32170237496041,0.127580332938052,0.286015816264204
1426,PPM1E,-0.218376170394333,4.27406508041391,1.638256752649,0.20056481648023,0.380744556042718
1427,NCAPD2,0.218121483050568,5.57490132847776,12.7291539604398,0.000359999361140421,0.00327877147402564
1428,TMEM141,-0.218093682757206,6.37500404179996,3.53670934835725,0.0600244339138897,0.16603575729408
1429,SORBS3,-0.218091126854634,6.97527683630652,5.96018733144075,0.0146324863398764,0.0582413912395716
1430,IQGAP2,-0.218067740974086,7.17076060045784,3.97800714452319,0.046098072349058,0.137159696815977
1431,RC3H2,0.217965083481224,5.73464743845146,12.6473606487988,0.000376096266955754,0.00339403598592121
1432,HSD11B2,0.217844377158317,3.97557221267346,2.24951151815037,0.133656587975256,0.293760877613735
1433,COL8A1,0.217745622890778,5.55567599252324,2.02091372260338,0.155145759567143,0.322533620546202
1434,PPP1R3B,-0.217723021732486,5.81260274923077,7.94627926470082,0.00481863433536094,0.0250118881669348
1435,KLF4,-0.217480149875606,5.76847457670307,2.82621828505057,0.0927364992403224,0.22844577785303
1436,IL7R,-0.21725702655182,4.10760287710306,1.17129717283342,0.279134866673335,0.471516207541939
1437,PPP1R26,0.216875254698761,5.61647770723616,12.5071585974976,0.000405395681455798,0.00360306928816609
1438,MEN1,0.216782211364243,5.9270971737814,19.9716099916782,7.86005585475337e-06,0.000156128157089498
1439,WWTR1,-0.216708098394043,6.20208468157531,7.01777412740711,0.00807044946248988,0.0362764384244247
1440,SOX12,0.216643319376922,5.60944169950538,7.77253583396686,0.00530465286058565,0.0268972552258383
1441,ACAT2,-0.21656966087039,4.99776192575612,5.27965840644282,0.0215759805694423,0.0788556719760518
1442,LXN,-0.216507364173412,4.4948745833138,2.39419170925146,0.121786683377986,0.277299591665233
1443,TWIST1,0.21645238511414,3.72001709128914,1.3318741364734,0.248472080475567,0.436956101049921
1444,CCNH,-0.216350903566345,5.01741562195888,5.2502048447069,0.0219441875198857,0.0799212929638677
1445,RAB6B,0.216290603823146,4.27639373759611,4.8196689577054,0.0281367486353825,0.0951116349063147
1446,GCN1,0.216175077608511,7.12233282715727,16.2093693191635,5.671292893861e-05,0.000756615770509345
1447,ARPC5L,0.215869007165468,5.54954665419074,10.878333767341,0.000972957382017538,0.00725601232334176
1448,SRGN,-0.215753495755223,5.37995636851054,3.33108330557718,0.0679820840341728,0.183386433303034
1449,RB1CC1,0.21569319971282,6.22249696396735,9.59364955532391,0.00195251472939143,0.0125558937942468
1450,PTPN23,0.215665614474786,6.36656050796672,22.3157805978104,2.31298035438841e-06,5.76586377585986e-05
1451,MYC,0.215635545473003,6.71043541631247,3.4420056269737,0.0635584933891031,0.174163921438702
1452,GCC2,-0.215579333402349,6.5408365695505,5.66976289165365,0.0172597888471294,0.0666759933050717
1453,SEPTIN9,-0.215521218152872,8.16392215237764,5.6353155363268,0.0176021769263119,0.0676575827883854
1454,RPS27L,-0.215466702735475,6.40474431255294,7.9544088536457,0.00479703746594626,0.0249763501955196
1455,PIK3R1,-0.215369759256166,6.1961313179384,5.30039229465854,0.021320622009182,0.078404642351755
1456,NUP93,0.215338677109081,5.97164615697827,7.76406808816046,0.00532957870702998,0.0270017602995033
1457,DOCK5,-0.21495427391145,5.47213788338446,6.75462270697574,0.0093505116010669,0.0409133923691438
1458,MMP15,0.21494432720493,5.12268933141017,4.76771921637709,0.0289982178238967,0.0972878546510037
1459,SNRPF,0.214841916146528,5.35252161240908,6.57085354135893,0.0103662224345893,0.0444561026547125
1460,KMT2D,0.214690962308602,6.6786870479106,4.95082143604895,0.02607827494653,0.0903748662551601
1461,CCDC3,-0.214586705194854,4.40506128481547,1.9275986597645,0.165021403180921,0.335811914252318
1462,TAGLN2,0.214559955349684,7.36174997319422,4.96908102811852,0.0258043541482243,0.0898485497526095
1463,MATN2,-0.214515723175863,6.81578771720945,3.07286882826759,0.0796088700705222,0.206001943768097
1464,VPS13A,0.214325945136477,5.65506137246783,6.96287967075818,0.00832179893821361,0.0372457052620905
1465,LPIN2,0.214237506022466,5.47718616936704,12.2725513407148,0.000459669402144169,0.00397188186640876
1466,BPNT2,0.214222565100007,7.34072532464505,14.5536671337344,0.000136223260974944,0.00152750706795739
1467,FAAP100,0.214212885466442,5.85164160686273,11.013870760819,0.000904326019071156,0.00683377765860897
1468,UNG,0.214192890074792,5.28063086384024,17.5556027381621,2.79027413653558e-05,0.000421847571471912
1469,GMPS,0.213775724251001,6.19478307809832,18.0878888387537,2.10938888254443e-05,0.000341928659017629
1470,BMF,0.213628692639426,4.5461735514605,4.63615036351439,0.0313051505523245,0.102984399056727
1471,UNC13B,0.213604091775718,7.46955289008274,6.02072111973223,0.014138868402986,0.0565362385753116
1472,SPPL2B,0.213594728925412,5.74111750913731,5.85137489432702,0.0155648861240072,0.0613928574109625
1473,PLOD3,0.213521497789281,6.13130696415741,13.7911588944023,0.000204295354575275,0.00215197985450757
1474,ZMIZ2,0.213434903846414,7.06901662168259,17.2426767749958,3.28963071584056e-05,0.00048408284524677
1475,ATP8A1,0.213423109858381,6.84656869905569,5.28199956015635,0.021546989012667,0.0788418188609692
1476,ELP1,0.21335769633446,5.69769245548993,16.4454697607327,5.00696902927931e-05,0.000679579288854678
1477,RHPN2,0.212913207280243,7.30050701300733,5.20046170016269,0.0225808896595034,0.0817642515043477
1478,ADGRE5,-0.212750214326583,4.95639458602002,4.4141831356564,0.0356413394494569,0.113259451973211
1479,OSBPL9,-0.212638472101176,6.67403169802344,12.5218294382113,0.000402224860496701,0.00358507258137872
1480,KAT2B,-0.212465343349083,5.2625903430082,6.49630976190036,0.0108098629315259,0.0461058707311229
1481,ARRDC2,-0.212235885906948,4.93516453314086,3.69167985934848,0.0546845145680715,0.154894073179006
1482,SOX4,0.212123631971244,7.12282890029748,6.05640354364215,0.0138559581875901,0.055897311656835
1483,THY1,0.211760279848463,4.41340854659675,2.40149759434757,0.121219154976601,0.276409713078933
1484,SHROOM3,0.211704214354253,7.09560898635583,6.88335433617658,0.00870021332983659,0.0387178056933055
1485,GRAMD1A,0.211690037093573,6.8638129976692,11.5528019403475,0.000676472340663452,0.00539195851660028
1486,VCAN,0.211668937129253,5.21657176081588,1.33692834338933,0.247576388257555,0.43599365643893
1487,HPS1,-0.211600565254712,6.09737036868775,3.20259427090446,0.0735215597046657,0.193694483819829
1488,TMEM176B,-0.211322190072754,4.46383644439376,2.16881707155073,0.140834531087916,0.303766451970087
1489,HLA-DRA,0.21123611437291,8.38605889246458,2.76663020857529,0.0962485906213262,0.235030331053569
1490,PHGDH,0.211197292484716,7.31375678096995,4.45831881836898,0.0347316643029039,0.110762499257528
1491,SELENOI,0.211004896657131,5.81232034849962,11.4528787967324,0.000713833264351965,0.00564659258539854
1492,MTHFD2,0.2106815585601,5.41665961348001,7.6419316451375,0.00570268161649584,0.0283187927574718
1493,KIRREL1,-0.210612957357117,4.56047292081194,2.75121302761033,0.0971806754005134,0.236691119494361
1494,CAT,-0.210322774435055,6.72724013581179,10.0088052446371,0.00155793557151935,0.0104480202261486
1495,ZNF639,0.210169370769432,5.34286309007855,18.8586123040125,1.40774064893994e-05,0.000248820148034385
1496,PROS1,-0.209937321715453,5.00979197187063,2.87351692445452,0.0900478976834022,0.224027712049721
1497,SERPINE1,-0.209907862228464,5.51918344063425,0.968300862468709,0.325104304746977,0.519851171684599
1498,NFAT5,-0.209829485050149,5.28333898453805,1.8614485218535,0.172457713134294,0.346076943900345
1499,HSP90AA1,0.209706826614842,10.0846849131163,11.7629072188913,0.000604227788243004,0.0049021165202537
1500,EHHADH,-0.209626445753142,4.41364921750528,1.86541518871468,0.172001108663987,0.345382200548963
1501,CKAP5,0.209579657870685,6.71363380397941,13.2421328919351,0.000273726267293539,0.00269717362906405
1502,IQCE,0.209502015379204,5.42393209592805,10.4121664393756,0.00125187793813194,0.00882094623749046
1503,P3H2,-0.20923500428154,6.53447092260389,0.853059180182072,0.355688348660599,0.552243671853441
1504,CAMK2G,-0.209138299838311,5.466549662277,10.5526773214997,0.00116019911898831,0.00838263959296753
1505,B4GALT1,-0.209068096906828,7.30816474613458,8.34103323724736,0.00387595485380072,0.0213296829553484
1506,HERPUD1,-0.208920648477435,8.80774171174388,4.6527874829228,0.0310031633616215,0.102367700872647
1507,LARGE1,-0.208690417035861,4.76971728805069,4.94069549484095,0.0262314795866331,0.0907196416764159
1508,PRPF4,0.208611063819119,5.42319424924485,19.4319493063509,1.04248441087748e-05,0.000193555636761436
1509,FAM83D,0.208581114483365,3.68290535381123,1.45714826876565,0.22738440658414,0.411197754912417
1510,ITPR2,-0.208549513798593,6.10973678929722,2.78497706251073,0.095152055841621,0.232933133064883
1511,PHACTR2,-0.208446226139333,5.21651540168756,4.91680520280124,0.0265966558354279,0.0913206513504842
1512,GALE,0.208400234975968,4.66411220077335,5.4060963266918,0.0200665410408362,0.0749799052146951
1513,NPM1,0.208371486121048,9.20854786118666,12.3555411835319,0.0004396795178408,0.00383692432793568
1514,PSMG3,0.208300149521504,5.08557674985926,4.53512253856212,0.0332060793670363,0.106987867455997
1515,ZNF512B,0.208290203339771,5.3334676324803,11.8988505674331,0.000561685941334896,0.0046182246188337
1516,UAP1L1,0.208252610781134,4.87211653248197,5.68155654017363,0.017144151762667,0.0663394913908518
1517,NSUN2,0.208170178808188,6.02807660647801,24.5996625055039,7.05640913902853e-07,2.09250957264936e-05
1518,TPPP3,-0.208077526624441,3.68066380780239,0.944323726006587,0.331168364994599,0.527114945314026
1519,ARL4C,-0.20800230243431,4.56558510364467,3.33072518283433,0.0679968875280547,0.183386433303034
1520,IKBKB,0.207963014952018,5.89786275470673,6.84925002934489,0.008867848983076,0.0392695318742521
1521,GLMP,-0.207843105623909,6.73163315416157,8.81769186356081,0.00298323783955953,0.0174286826910588
1522,CXADR,0.207827619234745,6.87110536975745,6.28728754420416,0.0121607017062427,0.050432512309456
1523,PLPPR2,0.207777550227414,6.46367509045559,9.86928062615652,0.00168061205929701,0.0111276081005518
1524,RPL7,0.207683081433615,9.88729437298672,5.36751583471369,0.0205151748595458,0.0761800884843786
1525,SNCA,0.207643762913882,3.35173133012761,1.68172912611976,0.194694850697992,0.374240055082847
1526,NDN,-0.207640399639712,5.1750834149357,4.89795486955711,0.0268885212801233,0.0920955175238674
1527,MPPED2,-0.207400820450211,4.56772049881432,2.47483944397118,0.115681255418572,0.26778306147022
1528,KDM2A,0.20738420876865,6.76859180360261,21.251709744389,4.02750962263865e-06,8.90463876637809e-05
1529,ADAR,0.207370765403555,8.35449065377582,14.0932105938178,0.000173970606546913,0.00189640084523351
1530,FMO5,-0.207302474371153,4.91349455217335,1.64758589740006,0.199287822082773,0.379125540520497
1531,ANAPC16,-0.20715793297166,7.17278778975803,17.4835576525188,2.89803237147311e-05,0.000434843850079311
1532,KIF13B,-0.206594822487504,6.6135623992121,4.59348254337658,0.0320937411785663,0.104712905317008
1533,BZW2,0.206439741469062,5.50116352841589,7.11608248245841,0.00763954609394536,0.034789403136693
1534,SYNE2,-0.206343652413582,6.67865437877845,4.90465197170852,0.0267844485395972,0.091880643921195
1535,ATXN2,0.20633769158654,6.01747537435187,7.9002911024412,0.00494268423004828,0.0255181557707252
1536,GID8,0.206149204729269,6.66412283176375,26.0230972495718,3.37357097948738e-07,1.07696089891084e-05
1537,HMGCS2,-0.206081187805131,6.679292175668,0.777019744919016,0.378054160251969,0.574146815703051
1538,UNC5B,-0.206044224792658,4.69849646199649,2.58902113205784,0.107606820197652,0.254893076780712
1539,ADH5,-0.205956127342842,7.4473833884064,8.09235737949683,0.00444523051693113,0.0235360198886718
1540,GPNMB,0.205816498352017,6.22874780815954,2.36648254665431,0.123966092793065,0.280250156153256
1541,RAD23B,0.20581491138292,7.94104015500815,18.6918138042491,1.53640682339413e-05,0.000265745991754001
1542,PRRC2B,0.205769316643288,7.45861183754365,3.60518799093109,0.0575995562106579,0.160677852523445
1543,STXBP6,-0.205705299520686,4.76930417814334,1.78627116613529,0.181381145082499,0.358465516355399
1544,SLC30A4,-0.205669326168362,8.04560778455896,3.0813254190773,0.079195963050793,0.205188050024353
1545,SH3PXD2A,-0.205490807629372,5.77295827364711,3.85425180852133,0.0496200531959257,0.144945225418724
1546,KAT2A,0.205483693452753,6.27479180501812,5.12216771382606,0.0236220908419019,0.0842184743007294
1547,PALM2AKAP2,0.205467107782541,5.80689234131168,4.04617674427402,0.0442715032928986,0.133112347959475
1548,CYP39A1,-0.205436993628423,5.27692934515578,3.64758577810028,0.0561505483079312,0.157831976982356
1549,YWHAG,0.204929800362568,7.79781745939898,14.4149768894399,0.000146631484342321,0.00163251458635214
1550,MS4A8,-0.204925584535423,4.75906912366084,0.864918887198883,0.352365826986653,0.548905417968685
1551,FOS,-0.204756672549539,9.57419291186702,0.90825152664172,0.340578766147532,0.536987469054961
1552,UBE3C,0.204703476814921,6.65342538446678,12.5311207575475,0.000400229671840742,0.00357237811227892
1553,KPNB1,0.204259745805296,7.82996441618334,19.6483859227798,9.30819062100206e-06,0.000177131959186397
1554,C1orf43,0.20418260564057,7.97387877732612,20.028487259843,7.62970273468536e-06,0.000153009775676046
1555,TRNT1,0.204166441468507,4.85753590586681,4.5534125256508,0.0328532060974181,0.106177882879194
1556,LIMK2,-0.20413863675685,6.19132486230027,9.53655578826005,0.00201419362734569,0.0128863083091022
1557,CD276,0.204066992501842,7.22056576378438,5.77918402693939,0.0162170682865912,0.0634982454750944
1558,JADE1,-0.203967377774821,5.68237089238896,5.04895572312762,0.024640784770374,0.0869584829713649
1559,NSD1,0.203931375764441,6.35209683012459,7.98916244921742,0.0047058179348415,0.0246808908787119
1560,PKIA,0.203929429491952,4.84278252725837,3.65024438506993,0.056060984914342,0.157792884664435
1561,RXRA,0.203768759925244,6.57899208825066,10.9561013545323,0.000932959030215085,0.00699104748749196
1562,CUX2,-0.203639027092186,6.48132389473059,2.89191412082164,0.0890250988113176,0.222544963348947
1563,PMP22,-0.20356773074516,4.90077497205636,2.60327702114625,0.106643002297062,0.253423951907601
1564,RALBP1,0.203519615583104,7.04716345251162,8.10908578931344,0.00440439339123947,0.0233882570034059
1565,HSPA9,0.203476909560542,8.32047042386664,18.9868505051601,1.3162241212033e-05,0.000235977487861577
1566,MXRA5,-0.203476493527627,5.54947134737329,2.25502870038804,0.133180986426828,0.293669848550824
1567,SLC40A1,-0.20327579525483,6.23737272912741,3.41420973452512,0.0646373550571635,0.176378513123712
1568,SLC25A39,0.203243107676223,7.80495688255498,6.19452914556229,0.0128145812835663,0.0525431422616478
1569,IGSF8,0.2030468390592,6.85248063732021,9.11112553349466,0.0025405949950509,0.0154484964859412
1570,MROH1,0.203033735774008,5.99135832702956,9.37006267207317,0.00220557978867663,0.0137952601099498
1571,PNKD,0.203008567495388,7.93994968947144,5.44014007523066,0.0196790912226235,0.0737759579268754
1572,TM4SF1,-0.202888821682548,7.4189359073109,3.08913367120147,0.0788167601847357,0.204459564044731
1573,NIPAL3,0.202870407415049,7.26230118241527,2.34391581985165,0.125773039391167,0.283079822831126
1574,THBS4,0.202796357496832,5.64034525516557,1.15013908856793,0.283520035408015,0.476365430061212
1575,SCAP,0.202768292508368,6.92474946632537,17.0298642382273,3.67965003952595e-05,0.000526855155544939
1576,VDAC1,0.202759572619703,7.63256074642459,18.3375402481336,1.85025067005744e-05,0.000309545947661749
1577,BAG1,-0.202651810251709,6.67718825483859,7.84297533674618,0.00510185659203997,0.0261603318591231
1578,RCAN1,-0.20261578276897,4.67940230728936,3.94199076562171,0.0470950138704574,0.139589531874681
1579,ADCY1,-0.202298659002689,4.53650387809893,1.48569428037968,0.222885720143609,0.406209920865369
1580,HK2,0.202296429484166,5.802909487247,3.31280468756347,0.0687420762227712,0.184363125128967
1581,NDST1,0.202214759230667,6.89914375008071,9.73742608286386,0.00180553547523544,0.011804843749789
1582,ZBTB38,-0.202173124684685,6.14893173623857,5.39860640575392,0.020152837020958,0.0751467826222492
1583,DEGS1,0.202107742257563,7.89625389944716,3.15461577186034,0.0757125133465832,0.198131826018223
1584,PCCA,-0.201990295214705,5.45236125018467,7.02855665322193,0.00802199833978304,0.0361625674438203
1585,C1S,-0.201864695023548,7.64308494702202,2.28740343469701,0.130427959717691,0.290216125161307
1586,PYGB,-0.20169322717121,8.73341456868036,7.7817454353214,0.00527767815014129,0.0268475058418163
1587,ARL5B,0.201540615485149,4.98527860220083,6.77976060454893,0.00921972547568151,0.0404797190897935
1588,REPIN1,0.201509459175942,7.26116070769663,12.4510035675011,0.000417767291602198,0.00368684054098018
1589,REPS2,-0.201482039496282,7.33953193510615,2.77553503453464,0.0957146676867431,0.234031526266492
1590,SEC24D,0.20135956603144,6.24371895077576,4.93700494287134,0.0262875496257518,0.0907732880840668
1591,B2M,-0.201197528202707,10.9655509083523,4.38961308786571,0.0361585179216025,0.114091702791461
1592,CPED1,-0.201144382365047,4.83086600089684,1.68100307175894,0.194791221186198,0.374240055082847
1593,C2orf72,-0.200906893853475,6.28148514068138,1.28180025755626,0.257564576044233,0.447910381408773
1594,YIPF1,-0.200894512774179,6.80158291854402,6.43068231818609,0.0112165481528353,0.0474843990475577
1595,PRR12,0.200659274353568,5.79652859699747,8.73243961994399,0.00312597959465373,0.0180103246635999
1596,OGT,0.200448846706971,7.66946009717129,4.54239712154731,0.0330652572813212,0.106704454376145
1597,PPP1R7,-0.200290194612532,6.81843070146394,7.51137810269995,0.00613104442595619,0.0297149070280464
1598,TRIM13,-0.200270261574908,5.24690325804354,8.3863778905021,0.00378043511615821,0.0208774779539293
1599,RHOB,-0.200236421305782,8.68091098740093,2.6904207775757,0.10095315175184,0.243979865010144
1600,IFT57,0.200196955033343,6.70590757363871,5.26243113349335,0.0217905596679312,0.0794542726353412
1601,NOL6,0.199989623648251,6.18319277412837,16.5545002432022,4.72716697792092e-05,0.000650063379798927
1602,ATP6V1H,0.199967974917397,6.12806320574337,12.0407786844053,0.000520492238604667,0.00436557632298847
1603,VKORC1L1,0.199782689742644,6.17673586004622,16.3405411513114,5.29196270676865e-05,0.00071670585836042
1604,INPPL1,0.199746767426491,7.22748503202458,22.9177180955823,1.69086071451836e-06,4.48293029268702e-05
1605,KLF2,-0.199688739269832,4.89166023224385,2.00019782666243,0.157278678740508,0.324783066956885
1606,BHLHA15,0.199554892039124,5.99598508029388,1.89333638427456,0.168826090080902,0.341196655567249
1607,BRD2,0.199531118357378,8.27348009725542,17.239107033051,3.29581735776129e-05,0.00048408284524677
1608,ADM,0.199519124541096,3.88989344801615,1.45935123565675,0.227033374144011,0.410800411225875
1609,CDK16,0.199364568452563,6.54162955313528,22.5316691358698,2.06707574142362e-06,5.28223503061809e-05
1610,EXOSC4,0.199338705799262,4.70251678497107,2.91728783541043,0.0876350477872922,0.220390873796257
1611,ZNF704,0.19926215419882,6.77012942577716,7.26041833447277,0.0070490869152733,0.0328170660929055
1612,TSPAN6,-0.199088278655489,6.13178433971844,8.16771012006058,0.00426427087948898,0.0228437867234268
1613,CFL1,0.199083700125387,9.16166639597568,11.5057327803396,0.00069381872835444,0.00550218476972589
1614,CLIP1,0.198891723751466,6.75126326450579,7.55822250216391,0.00597368822630007,0.0292224945935509
1615,EPDR1,-0.198869903379587,5.79152473063075,4.82641676505727,0.0280268222246438,0.0948629276587714
1616,SARAF,-0.198767166210341,8.76040728236987,7.25704011055382,0.00706235949203404,0.0328544114064364
1617,ZNF146,0.198490173869853,6.75688762086913,11.9506223969512,0.000546291285944902,0.00452734380947981
1618,YKT6,0.198366353302039,6.87622459869236,17.1636269974516,3.42940316662371e-05,0.000499018037524757
1619,GTF3A,0.198309866886541,6.46130323790084,8.09307849394349,0.00444346221797141,0.0235360198886718
1620,PAICS,0.198190234881071,7.36220544934814,8.81543861642086,0.00298692401833418,0.0174339399092509
1621,DGAT1,0.198017660434778,5.36474123160071,6.36382904490216,0.0116469929756448,0.0487459766211435
1622,CCNL2,0.197881963232505,6.90293140020569,3.37754648024588,0.0660903721153198,0.179638339846028
1623,PGRMC1,-0.197708100610761,7.02343868366759,9.36670558966745,0.00220962294953571,0.0137952601099498
1624,ZNF385B,0.197697880671083,5.09655607327667,0.881748300304366,0.347723280842266,0.544198241178104
1625,CIZ1,0.197682482831924,6.87870367173732,19.9536119991708,7.93439219637369e-06,0.000157105987255412
1626,ECPAS,0.197482141756746,7.79344016999182,17.166076029506,3.42498456962811e-05,0.000499018037524757
1627,DENND4A,-0.197404793198501,4.89499971079508,9.86067852129486,0.00168848821003867,0.011167939461112
1628,GLOD4,-0.197194715534627,6.22392344735771,14.958153689931,0.000109922017829699,0.00129039787159555
1629,C8orf82,0.197175597013159,5.94815420260544,4.59990793232578,0.0319736731890666,0.104712905317008
1630,RPF2,0.197149625406875,5.34792637747643,7.07341260096712,0.00782361025047211,0.0355241867468824
1631,CYBA,-0.196890433241583,4.73457619138983,2.04197337293249,0.153011034639411,0.319983303388635
